Age,Gender,Category,Purchase Amount (USD),Location,Season,Review Rating,Previous Purchases,Frequency of Purchases
61,Female,Accessories,68,Georgia,Winter,4.5,48,Every 3 Months
30,Female,Outerwear,97,Nebraska,Summer,2.8,28,Fortnightly
38,Female,Clothing,47,Washington,Winter,3.4,20,Annually
53,Female,Clothing,56,Idaho,Spring,3.9,49,Fortnightly
31,Female,Clothing,91,Louisiana,Fall,2.6,14,Weekly
70,Female,Accessories,93,New Jersey,Fall,4.4,9,Monthly
21,Female,Clothing,36,Delaware,Winter,4.9,37,Annually
33,Female,Clothing,45,Wisconsin,Summer,3.6,4,Weekly
60,Female,Clothing,44,West Virginia,Winter,2.8,1,Quarterly
45,Female,Accessories,32,Texas,Spring,4.3,36,Bi-Weekly
46,Female,Accessories,36,Hawaii,Summer,3.0,21,Bi-Weekly
62,Female,Accessories,85,Arizona,Summer,3.3,16,Monthly
63,Female,Clothing,36,Louisiana,Winter,2.5,42,Monthly
69,Female,Clothing,55,Nevada,Spring,5.0,31,Monthly
46,Female,Accessories,20,Rhode Island,Summer,4.3,6,Weekly
69,Female,Clothing,91,Illinois,Fall,4.2,24,Monthly
66,Female,Clothing,71,Utah,Summer,3.9,7,Bi-Weekly
41,Female,Clothing,64,North Dakota,Spring,3.9,25,Weekly
32,Female,Outerwear,21,Kansas,Spring,4.2,18,Bi-Weekly
69,Female,Clothing,100,Nevada,Winter,3.5,14,Quarterly
29,Female,Clothing,96,Virginia,Summer,2.5,42,Bi-Weekly
70,Female,Accessories,91,Utah,Spring,2.9,6,Every 3 Months
41,Female,Clothing,40,Idaho,Spring,2.7,14,Every 3 Months
31,Female,Clothing,53,Alaska,Summer,4.7,30,Quarterly
31,Female,Accessories,48,New Hampshire,Winter,3.8,10,Monthly
57,Female,Footwear,70,Ohio,Winter,3.7,7,Weekly
29,Female,Outerwear,29,Montana,Summer,4.7,28,Quarterly
70,Female,Accessories,29,Louisiana,Fall,3.6,19,Quarterly
51,Female,Clothing,53,Oregon,Fall,2.8,13,Every 3 Months
45,Female,Clothing,79,Arizona,Winter,3.7,23,Fortnightly
18,Female,Clothing,65,Alaska,Spring,3.5,5,Weekly
37,Female,Clothing,99,Utah,Summer,3.7,17,Bi-Weekly
23,Female,Accessories,60,New York,Winter,3.0,31,Weekly
39,Female,Footwear,86,New Mexico,Winter,4.9,19,Weekly
62,Female,Accessories,73,Louisiana,Winter,4.6,8,Fortnightly
70,Female,Accessories,45,Ohio,Winter,3.3,15,Annually
20,Female,Accessories,70,Nevada,Summer,3.0,18,Every 3 Months
42,Female,Accessories,65,Idaho,Fall,3.5,16,Annually
41,Female,Clothing,55,Arizona,Summer,4.2,13,Monthly
24,Female,Clothing,65,Utah,Spring,4.5,38,Every 3 Months
37,Female,Accessories,21,Wyoming,Spring,2.8,27,Bi-Weekly
30,Female,Clothing,26,Indiana,Summer,4.9,31,Quarterly
58,Female,Accessories,71,Wisconsin,Summer,3.3,24,Bi-Weekly
43,Female,Footwear,41,Texas,Summer,3.0,21,Bi-Weekly
19,Female,Outerwear,44,Utah,Winter,3.9,15,Annually
23,Female,Clothing,81,Arkansas,Fall,2.8,48,Every 3 Months
65,Female,Accessories,77,Pennsylvania,Summer,4.5,47,Quarterly
58,Female,Footwear,26,Georgia,Fall,4.0,23,Weekly
50,Female,Accessories,31,Indiana,Summer,2.9,4,Quarterly
67,Female,Clothing,82,Idaho,Spring,4.0,47,Every 3 Months
40,Female,Footwear,60,Montana,Summer,3.4,7,Monthly
55,Female,Clothing,70,Tennessee,Fall,2.5,6,Annually
52,Female,Clothing,26,West Virginia,Winter,2.8,47,Quarterly
62,Female,Clothing,100,California,Summer,3.0,7,Every 3 Months
64,Female,Clothing,82,Georgia,Summer,3.1,1,Quarterly
43,Female,Footwear,24,Maryland,Spring,2.6,23,Weekly
61,Female,Clothing,74,Idaho,Summer,4.9,30,Monthly
26,Female,Accessories,58,California,Summer,3.5,24,Quarterly
22,Female,Clothing,56,Alabama,Spring,2.6,9,Weekly
51,Female,Footwear,37,Utah,Spring,3.5,25,Quarterly
69,Female,Accessories,64,Kentucky,Spring,4.5,18,Bi-Weekly
50,Female,Clothing,58,Vermont,Spring,4.3,7,Fortnightly
51,Female,Accessories,44,Iowa,Summer,4.8,2,Annually
56,Female,Accessories,39,Georgia,Summer,4.2,36,Annually
59,Female,Clothing,48,Alabama,Spring,3.2,31,Bi-Weekly
18,Female,Accessories,32,Nebraska,Fall,4.1,10,Fortnightly
48,Female,Accessories,79,Rhode Island,Winter,4.0,27,Monthly
53,Female,Outerwear,27,South Dakota,Winter,2.9,14,Every 3 Months
45,Female,Accessories,98,Illinois,Fall,2.6,17,Monthly
21,Female,Footwear,67,North Carolina,Winter,2.7,10,Quarterly
42,Female,Clothing,37,Florida,Winter,4.6,4,Bi-Weekly
60,Female,Footwear,49,Pennsylvania,Spring,3.2,25,Every 3 Months
21,Female,Footwear,74,Vermont,Fall,4.1,3,Bi-Weekly
69,Female,Accessories,93,Colorado,Summer,3.9,47,Fortnightly
40,Female,Accessories,60,Utah,Summer,3.0,41,Bi-Weekly
31,Female,Outerwear,76,Kentucky,Spring,3.6,28,Every 3 Months
44,Female,Accessories,64,Wyoming,Summer,4.6,49,Every 3 Months
48,Female,Footwear,38,Maine,Spring,4.5,7,Fortnightly
32,Female,Footwear,91,Maine,Winter,3.2,22,Monthly
42,Female,Footwear,70,New Hampshire,Summer,4.9,34,Monthly
27,Female,Footwear,22,Kansas,Fall,5.0,5,Bi-Weekly
69,Female,Accessories,59,New Jersey,Spring,3.8,15,Bi-Weekly
67,Female,Accessories,22,North Carolina,Spring,3.4,26,Weekly
41,Female,Accessories,74,West Virginia,Winter,3.8,3,Fortnightly
46,Female,Clothing,71,Kentucky,Spring,3.2,42,Quarterly
47,Female,Outerwear,80,California,Summer,4.7,1,Monthly
33,Female,Clothing,59,South Dakota,Fall,4.5,20,Every 3 Months
51,Female,Accessories,96,California,Fall,3.3,39,Monthly
26,Female,Accessories,43,Connecticut,Winter,3.9,24,Fortnightly
22,Female,Accessories,76,Idaho,Winter,3.6,49,Quarterly
49,Female,Outerwear,59,North Dakota,Fall,2.8,7,Bi-Weekly
58,Female,Clothing,48,Michigan,Summer,4.3,13,Every 3 Months
70,Female,Accessories,22,Missouri,Spring,3.5,2,Weekly
32,Female,Footwear,40,California,Winter,4.2,4,Weekly
62,Female,Clothing,73,Delaware,Spring,4.6,17,Quarterly
52,Female,Footwear,26,Alabama,Fall,2.6,43,Bi-Weekly
23,Female,Clothing,41,New Hampshire,Spring,3.4,6,Monthly
26,Female,Accessories,98,New York,Spring,3.1,46,Quarterly
58,Female,Clothing,63,Oregon,Winter,3.6,7,Bi-Weekly
26,Female,Footwear,55,Massachusetts,Winter,4.2,34,Fortnightly
54,Female,Clothing,90,Utah,Winter,3.6,21,Every 3 Months
66,Female,Accessories,46,New Hampshire,Summer,3.6,13,Bi-Weekly
60,Female,Clothing,88,Illinois,Spring,3.0,33,Bi-Weekly
32,Female,Accessories,95,Alaska,Spring,2.5,24,Bi-Weekly
48,Female,Accessories,31,Wyoming,Fall,4.0,4,Annually
69,Female,Clothing,42,Colorado,Spring,4.1,5,Bi-Weekly
64,Female,Footwear,44,Vermont,Winter,4.9,11,Weekly
56,Female,Clothing,99,Utah,Spring,4.0,20,Annually
22,Female,Clothing,20,Illinois,Summer,3.5,28,Quarterly
46,Female,Accessories,37,Idaho,Spring,3.2,43,Monthly
24,Female,Clothing,50,Nevada,Winter,2.8,10,Every 3 Months
47,Female,Accessories,73,Utah,Summer,3.5,26,Every 3 Months
62,Female,Clothing,84,North Carolina,Spring,3.1,29,Monthly
34,Female,Clothing,64,Arkansas,Spring,3.3,35,Quarterly
50,Female,Footwear,21,North Carolina,Fall,4.6,23,Bi-Weekly
29,Female,Clothing,36,Texas,Summer,4.9,15,Quarterly
68,Female,Clothing,81,Nevada,Winter,3.4,46,Annually
52,Female,Accessories,54,Utah,Fall,3.5,14,Bi-Weekly
29,Female,Clothing,63,Pennsylvania,Summer,4.8,17,Every 3 Months
22,Female,Footwear,59,Georgia,Summer,2.7,9,Weekly
62,Female,Accessories,53,Minnesota,Fall,3.4,13,Fortnightly
69,Female,Clothing,63,Kansas,Winter,3.5,20,Monthly
48,Female,Footwear,33,Delaware,Fall,3.7,39,Quarterly
66,Female,Clothing,64,New Mexico,Summer,3.3,50,Quarterly
42,Female,Clothing,98,Michigan,Fall,2.9,21,Bi-Weekly
50,Female,Accessories,85,Vermont,Winter,3.9,3,Weekly
32,Female,Accessories,82,Idaho,Summer,2.7,9,Fortnightly
51,Female,Outerwear,85,South Dakota,Summer,4.3,29,Bi-Weekly
27,Female,Clothing,37,Illinois,Winter,3.0,42,Weekly
43,Female,Clothing,56,Georgia,Summer,5.0,41,Fortnightly
48,Female,Clothing,33,Oregon,Fall,2.7,17,Monthly
62,Female,Footwear,57,Alabama,Winter,4.7,20,Annually
65,Female,Clothing,31,Hawaii,Winter,4.6,18,Bi-Weekly
50,Female,Clothing,69,Oregon,Fall,3.2,7,Monthly
60,Female,Outerwear,92,Illinois,Winter,4.3,47,Fortnightly
19,Female,Accessories,46,Texas,Fall,4.6,2,Bi-Weekly
21,Female,Accessories,81,Kansas,Spring,4.9,25,Quarterly
19,Female,Clothing,97,Texas,Fall,3.8,26,Annually
46,Female,Clothing,93,Nebraska,Summer,2.6,2,Weekly
21,Female,Accessories,56,Arkansas,Spring,4.7,45,Bi-Weekly
26,Female,Accessories,53,South Dakota,Fall,4.1,9,Bi-Weekly
50,Female,Outerwear,66,Montana,Spring,3.7,1,Weekly
43,Female,Clothing,50,Florida,Fall,3.0,4,Bi-Weekly
61,Female,Clothing,97,Virginia,Summer,4.7,31,Quarterly
63,Female,Footwear,79,Louisiana,Winter,4.7,21,Every 3 Months
46,Female,Clothing,76,Louisiana,Fall,4.0,32,Fortnightly
63,Female,Clothing,38,Louisiana,Fall,2.6,16,Weekly
23,Female,Clothing,45,Georgia,Fall,3.0,34,Fortnightly
57,Female,Accessories,77,Iowa,Fall,3.3,40,Bi-Weekly
57,Female,Accessories,51,California,Summer,3.4,4,Every 3 Months
33,Female,Outerwear,26,Oregon,Spring,4.0,3,Quarterly
57,Female,Accessories,76,Maine,Winter,2.6,28,Bi-Weekly
55,Female,Accessories,94,Louisiana,Winter,3.4,43,Every 3 Months
65,Female,Outerwear,32,Arkansas,Fall,4.4,20,Annually
60,Female,Footwear,20,Maryland,Summer,4.7,40,Every 3 Months
52,Female,Clothing,20,Vermont,Summer,4.5,34,Every 3 Months
34,Female,Outerwear,59,North Dakota,Fall,2.9,11,Every 3 Months
33,Female,Clothing,97,Michigan,Summer,4.2,26,Quarterly
58,Female,Clothing,68,Arkansas,Spring,4.1,29,Bi-Weekly
35,Female,Footwear,66,Kentucky,Spring,4.4,47,Weekly
68,Female,Footwear,85,Indiana,Spring,4.7,48,Fortnightly
58,Female,Clothing,32,Minnesota,Fall,3.1,29,Bi-Weekly
34,Female,Outerwear,44,Louisiana,Spring,2.7,14,Monthly
47,Female,Clothing,95,Kentucky,Fall,4.6,40,Every 3 Months
35,Female,Accessories,85,Georgia,Winter,4.4,4,Weekly
34,Female,Accessories,44,Alaska,Summer,4.6,37,Weekly
36,Female,Accessories,30,Mississippi,Winter,4.9,47,Bi-Weekly
23,Female,Footwear,21,Kansas,Winter,4.0,1,Quarterly
68,Female,Clothing,22,Arizona,Summer,2.9,26,Quarterly
23,Female,Footwear,70,Maine,Spring,2.6,12,Quarterly
57,Female,Accessories,29,Texas,Spring,4.6,16,Fortnightly
21,Female,Clothing,83,Virginia,Winter,4.9,19,Annually
45,Female,Clothing,99,North Dakota,Winter,4.3,21,Weekly
37,Female,Clothing,35,West Virginia,Fall,4.3,15,Weekly
18,Female,Accessories,40,North Carolina,Winter,4.6,9,Annually
55,Female,Clothing,25,Georgia,Spring,2.6,7,Bi-Weekly
52,Female,Clothing,64,New Mexico,Fall,3.1,47,Quarterly
49,Female,Accessories,90,North Carolina,Fall,3.1,17,Monthly
56,Female,Clothing,88,Alabama,Fall,3.1,46,Fortnightly
27,Female,Accessories,55,Connecticut,Winter,4.4,32,Quarterly
22,Female,Accessories,90,Montana,Fall,4.3,34,Annually
18,Female,Clothing,50,Montana,Winter,3.1,18,Monthly
21,Female,Accessories,34,Maine,Fall,3.1,5,Fortnightly
30,Female,Accessories,77,Mississippi,Winter,4.9,44,Monthly
62,Female,Accessories,89,Louisiana,Winter,2.9,4,Quarterly
28,Female,Accessories,87,Nebraska,Fall,3.8,37,Fortnightly
66,Female,Clothing,77,Massachusetts,Winter,4.2,43,Monthly
66,Female,Footwear,85,Wisconsin,Winter,3.9,28,Quarterly
49,Female,Clothing,66,Nebraska,Summer,2.8,36,Monthly
40,Female,Clothing,32,Arizona,Winter,2.6,16,Annually
49,Female,Outerwear,92,Hawaii,Spring,3.0,38,Every 3 Months
19,Female,Clothing,80,Georgia,Winter,2.7,37,Fortnightly
24,Female,Clothing,78,Oregon,Fall,2.8,9,Bi-Weekly
31,Female,Clothing,24,Montana,Spring,2.9,14,Fortnightly
35,Female,Clothing,59,Georgia,Fall,3.8,3,Weekly
65,Female,Accessories,41,Rhode Island,Spring,4.4,10,Fortnightly
68,Female,Accessories,26,Tennessee,Spring,3.1,26,Bi-Weekly
57,Female,Clothing,52,Missouri,Fall,3.7,30,Bi-Weekly
69,Female,Clothing,46,Washington,Summer,4.9,32,Fortnightly
45,Female,Clothing,52,Oklahoma,Winter,3.8,35,Monthly
35,Female,Clothing,42,Connecticut,Fall,3.4,26,Every 3 Months
36,Female,Footwear,37,Arkansas,Spring,4.6,39,Monthly
55,Female,Accessories,52,Missouri,Fall,3.2,31,Monthly
66,Female,Footwear,34,Washington,Spring,2.7,28,Annually
57,Female,Clothing,88,Idaho,Spring,4.3,12,Bi-Weekly
18,Female,Accessories,88,Montana,Fall,3.8,46,Weekly
31,Female,Outerwear,51,Montana,Summer,4.4,27,Every 3 Months
50,Female,Accessories,97,Georgia,Fall,3.6,4,Annually
50,Female,Footwear,56,Mississippi,Winter,3.5,14,Every 3 Months
61,Female,Clothing,53,Hawaii,Spring,4.2,30,Quarterly
52,Female,Clothing,71,Ohio,Fall,4.7,6,Annually
38,Female,Accessories,93,Virginia,Winter,4.8,43,Annually
67,Female,Clothing,72,Texas,Winter,3.2,28,Weekly
42,Female,Clothing,59,Vermont,Winter,3.5,39,Monthly
25,Female,Footwear,87,Kansas,Summer,4.2,30,Bi-Weekly
41,Female,Clothing,78,California,Fall,3.4,5,Fortnightly
62,Female,Clothing,68,Mississippi,Winter,4.7,42,Every 3 Months
19,Female,Clothing,76,Iowa,Fall,3.0,20,Fortnightly
63,Female,Accessories,99,Virginia,Winter,4.0,35,Fortnightly
43,Female,Footwear,52,Maryland,Summer,4.6,10,Bi-Weekly
68,Female,Accessories,58,Missouri,Spring,4.9,36,Quarterly
24,Female,Accessories,59,Wisconsin,Winter,2.8,21,Fortnightly
27,Female,Clothing,71,Maine,Spring,3.2,29,Every 3 Months
61,Female,Accessories,94,Pennsylvania,Winter,2.8,39,Weekly
59,Female,Accessories,40,Maine,Winter,4.2,16,Monthly
67,Female,Clothing,24,Missouri,Spring,4.8,32,Monthly
46,Female,Clothing,38,Vermont,Fall,2.8,34,Monthly
65,Female,Accessories,37,Wisconsin,Fall,4.5,38,Annually
63,Female,Outerwear,29,New Jersey,Spring,4.1,14,Annually
57,Female,Outerwear,92,New Mexico,Fall,4.3,23,Bi-Weekly
40,Female,Clothing,24,Colorado,Fall,4.4,50,Every 3 Months
36,Female,Footwear,52,California,Winter,3.0,49,Monthly
67,Female,Clothing,29,Arizona,Summer,2.7,14,Annually
61,Female,Accessories,30,Indiana,Winter,3.3,42,Weekly
64,Female,Footwear,31,Arkansas,Fall,4.3,39,Annually
30,Female,Clothing,67,Nevada,Summer,2.9,43,Bi-Weekly
53,Female,Clothing,65,Rhode Island,Winter,4.9,12,Monthly
27,Female,Footwear,22,Wyoming,Winter,3.6,21,Weekly
27,Female,Accessories,56,Texas,Winter,3.3,33,Monthly
53,Female,Clothing,78,Washington,Spring,3.1,6,Annually
34,Female,Outerwear,90,Rhode Island,Summer,2.7,10,Every 3 Months
39,Female,Clothing,85,Illinois,Winter,3.4,18,Weekly
44,Female,Accessories,58,Oregon,Fall,3.4,46,Weekly
37,Female,Clothing,34,Florida,Fall,3.9,49,Monthly
57,Female,Outerwear,40,Kansas,Summer,3.5,39,Weekly
38,Female,Accessories,29,North Dakota,Fall,4.1,16,Monthly
21,Female,Clothing,76,New Hampshire,Winter,3.2,28,Annually
45,Female,Accessories,84,Texas,Fall,4.6,22,Quarterly
68,Female,Clothing,65,Montana,Spring,3.9,36,Bi-Weekly
37,Female,Clothing,80,Delaware,Winter,2.7,18,Monthly
53,Female,Clothing,98,New Hampshire,Fall,3.0,31,Weekly
57,Female,Footwear,71,Minnesota,Spring,3.3,38,Fortnightly
28,Female,Accessories,69,Alaska,Fall,2.7,42,Quarterly
37,Female,Accessories,95,Connecticut,Spring,4.6,27,Annually
54,Female,Clothing,67,Connecticut,Fall,2.7,24,Monthly
49,Female,Footwear,49,Kansas,Summer,2.5,38,Annually
62,Female,Footwear,97,Nevada,Winter,4.4,9,Annually
45,Female,Clothing,34,Massachusetts,Spring,4.0,19,Monthly
45,Female,Accessories,74,Indiana,Fall,3.8,11,Bi-Weekly
49,Female,Accessories,96,Washington,Winter,2.5,16,Quarterly
27,Female,Accessories,68,Kansas,Summer,4.0,18,Monthly
63,Female,Accessories,84,South Carolina,Fall,4.1,8,Monthly
61,Female,Clothing,57,Vermont,Summer,2.8,4,Weekly
25,Female,Footwear,84,Wyoming,Fall,3.4,37,Quarterly
33,Female,Accessories,32,Colorado,Fall,2.7,30,Monthly
56,Female,Footwear,37,West Virginia,Fall,3.8,37,Monthly
50,Female,Accessories,58,Connecticut,Summer,4.4,30,Quarterly
45,Female,Clothing,74,Oregon,Fall,2.8,17,Weekly
45,Female,Clothing,99,Idaho,Summer,5.0,11,Every 3 Months
65,Female,Clothing,81,Arkansas,Fall,4.7,42,Annually
63,Female,Clothing,76,Kansas,Fall,3.2,20,Weekly
70,Female,Footwear,98,Michigan,Summer,2.9,37,Monthly
53,Female,Accessories,91,Arkansas,Summer,3.7,12,Fortnightly
22,Female,Clothing,79,Pennsylvania,Summer,4.2,41,Quarterly
26,Female,Accessories,83,Virginia,Summer,3.4,32,Quarterly
23,Female,Outerwear,90,Minnesota,Spring,2.9,15,Weekly
25,Female,Outerwear,20,Nevada,Winter,3.7,39,Quarterly
69,Female,Footwear,21,Montana,Spring,2.7,48,Fortnightly
36,Female,Accessories,60,Nebraska,Fall,3.2,8,Fortnightly
21,Female,Clothing,31,Indiana,Winter,4.9,11,Every 3 Months
57,Female,Clothing,40,New Jersey,Fall,2.8,36,Monthly
60,Female,Accessories,26,Wisconsin,Winter,4.7,50,Every 3 Months
44,Female,Clothing,98,Minnesota,Fall,3.3,39,Every 3 Months
31,Female,Footwear,51,New Jersey,Spring,4.3,11,Bi-Weekly
57,Female,Accessories,95,Oklahoma,Fall,3.7,5,Every 3 Months
39,Female,Accessories,36,Wisconsin,Summer,4.5,7,Annually
48,Female,Accessories,52,Rhode Island,Winter,3.4,50,Weekly
42,Female,Clothing,35,Indiana,Spring,2.7,21,Every 3 Months
56,Female,Clothing,68,Vermont,Fall,4.4,31,Fortnightly
28,Female,Clothing,50,Maine,Winter,4.0,39,Bi-Weekly
40,Female,Accessories,100,Alabama,Winter,3.2,28,Fortnightly
49,Female,Outerwear,74,Alabama,Winter,4.2,33,Weekly
37,Female,Clothing,45,Idaho,Winter,3.0,42,Quarterly
22,Female,Clothing,97,Arkansas,Fall,2.8,5,Every 3 Months
27,Female,Clothing,60,Ohio,Winter,4.9,25,Monthly
59,Female,Clothing,25,Illinois,Winter,4.7,48,Annually
35,Female,Clothing,55,Nevada,Spring,4.4,30,Weekly
58,Female,Footwear,99,Texas,Winter,3.1,34,Quarterly
58,Female,Accessories,45,Nevada,Summer,2.6,34,Every 3 Months
46,Female,Clothing,20,Oklahoma,Spring,3.9,14,Fortnightly
43,Female,Clothing,88,Alabama,Summer,2.6,2,Weekly
39,Female,Accessories,99,South Dakota,Summer,4.0,41,Every 3 Months
59,Female,Clothing,86,Texas,Spring,4.9,3,Monthly
59,Female,Clothing,70,Montana,Summer,3.3,18,Weekly
59,Female,Accessories,50,Wyoming,Fall,3.0,1,Fortnightly
45,Female,Accessories,57,New York,Winter,2.7,5,Monthly
27,Female,Clothing,69,Oregon,Winter,3.1,41,Annually
24,Female,Clothing,94,California,Fall,4.8,5,Monthly
47,Female,Outerwear,24,North Carolina,Spring,2.9,10,Every 3 Months
70,Female,Accessories,79,Kentucky,Spring,4.5,20,Annually
58,Female,Accessories,31,Hawaii,Fall,4.6,11,Weekly
45,Female,Outerwear,67,Illinois,Winter,5.0,4,Fortnightly
24,Female,Clothing,63,West Virginia,Spring,4.3,38,Weekly
67,Female,Accessories,61,South Carolina,Spring,4.9,19,Bi-Weekly
31,Female,Accessories,50,Montana,Summer,4.0,16,Every 3 Months
52,Female,Outerwear,82,North Dakota,Spring,3.1,2,Monthly
29,Female,Accessories,51,New Mexico,Fall,2.6,11,Monthly
62,Female,Accessories,23,Missouri,Spring,4.9,18,Fortnightly
19,Female,Outerwear,91,West Virginia,Spring,3.5,47,Fortnightly
62,Female,Clothing,60,South Carolina,Spring,4.5,15,Bi-Weekly
70,Female,Clothing,34,West Virginia,Summer,2.8,15,Weekly
20,Female,Clothing,23,Alaska,Spring,4.2,47,Quarterly
67,Female,Accessories,82,West Virginia,Fall,4.1,47,Monthly
65,Female,Outerwear,73,New Mexico,Fall,3.5,6,Every 3 Months
45,Female,Clothing,32,South Dakota,Spring,4.0,18,Monthly
26,Female,Accessories,80,Oklahoma,Spring,4.0,40,Bi-Weekly
36,Female,Clothing,58,Oklahoma,Summer,2.5,31,Fortnightly
36,Female,Clothing,82,Alabama,Winter,4.2,31,Bi-Weekly
20,Female,Accessories,60,Mississippi,Summer,3.4,4,Fortnightly
30,Female,Accessories,79,Mississippi,Fall,4.8,36,Every 3 Months
34,Female,Clothing,41,Nebraska,Summer,4.9,31,Bi-Weekly
63,Female,Outerwear,39,Colorado,Summer,3.6,6,Fortnightly
18,Female,Accessories,36,Pennsylvania,Winter,4.0,1,Monthly
55,Female,Clothing,70,Utah,Fall,2.6,29,Monthly
48,Female,Accessories,47,Massachusetts,Summer,3.1,19,Monthly
45,Female,Outerwear,27,Iowa,Winter,3.6,12,Fortnightly
29,Female,Accessories,52,Florida,Summer,4.0,18,Annually
55,Female,Footwear,75,Louisiana,Summer,3.9,45,Quarterly
55,Female,Accessories,30,Kansas,Fall,3.9,45,Monthly
55,Female,Clothing,94,Kansas,Spring,3.3,8,Quarterly
48,Female,Accessories,68,Kentucky,Summer,2.9,4,Every 3 Months
42,Female,Clothing,45,New Mexico,Summer,3.1,5,Fortnightly
21,Female,Accessories,67,North Carolina,Summer,4.7,30,Quarterly
45,Female,Outerwear,46,North Dakota,Summer,3.9,15,Monthly
23,Female,Clothing,31,North Dakota,Summer,4.3,17,Every 3 Months
66,Female,Clothing,44,Illinois,Fall,4.2,45,Every 3 Months
32,Female,Outerwear,100,Maine,Winter,4.3,3,Annually
52,Female,Clothing,92,Indiana,Winter,4.6,43,Weekly
54,Female,Accessories,78,North Dakota,Winter,3.8,4,Monthly
37,Female,Clothing,32,Missouri,Fall,3.3,41,Weekly
29,Female,Footwear,97,Alaska,Fall,3.7,16,Monthly
47,Female,Accessories,95,North Dakota,Summer,4.3,10,Annually
47,Female,Clothing,64,Connecticut,Spring,4.1,2,Quarterly
42,Female,Footwear,35,Wisconsin,Spring,3.2,11,Bi-Weekly
34,Female,Accessories,54,New Jersey,Winter,3.8,1,Bi-Weekly
38,Female,Footwear,96,Missouri,Spring,3.2,41,Quarterly
55,Female,Accessories,58,California,Summer,3.5,39,Quarterly
27,Female,Clothing,23,Washington,Summer,3.1,1,Bi-Weekly
55,Female,Clothing,35,Minnesota,Spring,4.2,3,Monthly
66,Female,Clothing,23,California,Summer,3.4,21,Annually
44,Female,Accessories,94,Texas,Winter,3.5,48,Quarterly
39,Female,Clothing,45,Montana,Fall,4.0,24,Annually
23,Female,Outerwear,23,Arizona,Winter,4.4,45,Bi-Weekly
29,Female,Clothing,94,Minnesota,Winter,2.9,46,Monthly
20,Female,Accessories,99,Nebraska,Fall,3.6,35,Fortnightly
42,Female,Clothing,36,Virginia,Fall,4.4,47,Fortnightly
55,Female,Outerwear,50,Connecticut,Summer,4.5,35,Monthly
66,Female,Outerwear,81,New Jersey,Spring,3.8,45,Weekly
24,Female,Clothing,31,Kentucky,Winter,3.6,6,Bi-Weekly
62,Female,Accessories,48,Washington,Fall,4.3,20,Annually
28,Female,Accessories,91,Florida,Summer,4.0,3,Bi-Weekly
30,Female,Clothing,99,Oklahoma,Summer,3.4,30,Quarterly
22,Female,Footwear,70,Iowa,Summer,4.4,28,Bi-Weekly
28,Female,Clothing,74,New Hampshire,Winter,2.8,15,Every 3 Months
35,Female,Accessories,79,Georgia,Fall,2.8,29,Quarterly
45,Female,Accessories,33,Mississippi,Fall,4.9,15,Bi-Weekly
43,Female,Clothing,49,New Hampshire,Spring,4.2,18,Fortnightly
55,Female,Accessories,96,Washington,Summer,2.9,7,Bi-Weekly
31,Female,Clothing,66,Ohio,Fall,4.6,19,Every 3 Months
42,Female,Clothing,45,Maryland,Fall,2.8,15,Weekly
40,Female,Clothing,28,Delaware,Spring,2.6,3,Bi-Weekly
39,Female,Clothing,48,Tennessee,Summer,3.5,13,Bi-Weekly
41,Female,Clothing,67,Arkansas,Winter,3.5,37,Monthly
56,Female,Clothing,59,Tennessee,Fall,3.4,26,Annually
43,Female,Accessories,74,New Hampshire,Fall,3.9,29,Monthly
22,Female,Outerwear,81,Minnesota,Spring,3.3,47,Every 3 Months
47,Female,Footwear,26,Florida,Spring,4.1,47,Bi-Weekly
50,Female,Accessories,61,Tennessee,Summer,3.0,48,Fortnightly
58,Female,Clothing,23,California,Winter,3.0,46,Bi-Weekly
50,Female,Accessories,33,Oregon,Fall,3.2,7,Monthly
43,Female,Clothing,58,Tennessee,Fall,3.9,45,Every 3 Months
38,Female,Accessories,65,North Carolina,Spring,3.6,47,Quarterly
44,Female,Clothing,48,Tennessee,Summer,3.1,6,Fortnightly
30,Female,Footwear,25,Nebraska,Spring,4.8,29,Every 3 Months
47,Female,Clothing,51,Maine,Winter,3.8,42,Monthly
30,Female,Accessories,31,Illinois,Summer,2.8,46,Fortnightly
49,Female,Clothing,99,Colorado,Winter,4.0,28,Annually
56,Female,Clothing,25,Pennsylvania,Winter,4.6,14,Every 3 Months
70,Female,Footwear,52,Minnesota,Spring,3.5,12,Every 3 Months
22,Female,Clothing,47,Nevada,Spring,3.7,41,Annually
51,Female,Footwear,98,Connecticut,Fall,4.9,8,Annually
22,Female,Accessories,46,Ohio,Winter,4.1,24,Quarterly
37,Female,Clothing,32,Kentucky,Winter,4.6,18,Fortnightly
49,Female,Clothing,75,Minnesota,Fall,4.5,6,Quarterly
61,Female,Accessories,51,Tennessee,Summer,5.0,40,Weekly
41,Female,Clothing,52,North Dakota,Summer,3.8,6,Every 3 Months
57,Female,Accessories,66,Minnesota,Winter,4.7,27,Quarterly
34,Female,Clothing,35,Nebraska,Spring,2.8,2,Weekly
27,Female,Outerwear,43,Delaware,Fall,2.6,39,Bi-Weekly
39,Female,Clothing,24,Minnesota,Summer,3.8,9,Quarterly
62,Female,Accessories,83,Rhode Island,Winter,2.8,16,Every 3 Months
34,Female,Clothing,62,Michigan,Fall,2.6,36,Quarterly
